[1/4] Creating LuaState...
[2/4] Opening standard library...
[3/4] Loading source (parse + compile)...
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=1 r1=0 r2=1 freereg=2 nactvar=0 line=7
[cg_emit_eq] e1=NonReloc info=27 e2=KInt info=0 r1=27 r2=142 freereg=28 nactvar=26 line=278
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=27 r1=19 r2=27 freereg=28 nactvar=26 line=278
[cg_emit_eq] e1=NonReloc info=27 e2=NonReloc info=21 r1=27 r2=21 freereg=28 nactvar=26 line=286
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=27 r1=19 r2=27 freereg=28 nactvar=26 line=286
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=2 r1=1 r2=2 freereg=3 nactvar=0 line=297
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=2 r1=1 r2=2 freereg=3 nactvar=0 line=310
[cg_emit_eq] e1=NonReloc info=2 e2=NonReloc info=3 r1=2 r2=3 freereg=4 nactvar=1 line=333
[cg_emit_eq] e1=NonReloc info=2 e2=NonReloc info=3 r1=2 r2=3 freereg=4 nactvar=1 line=333
[cg_emit_eq] e1=NonReloc info=23 e2=KInt info=0 r1=23 r2=128 freereg=28 nactvar=27 line=346
[cg_emit_eq] e1=NonReloc info=24 e2=KInt info=0 r1=24 r2=129 freereg=28 nactvar=27 line=346
[cg_emit_eq] e1=NonReloc info=25 e2=KInt info=0 r1=25 r2=130 freereg=28 nactvar=27 line=346
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=28 r1=19 r2=28 freereg=29 nactvar=27 line=346
[cg_emit_eq] e1=NonReloc info=20 e2=KInt info=0 r1=20 r2=137 freereg=28 nactvar=27 line=346
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=28 r1=26 r2=28 freereg=29 nactvar=27 line=346
[cg_emit_eq] e1=NonReloc info=24 e2=NonReloc info=25 r1=24 r2=25 freereg=26 nactvar=23 line=368
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=24 r1=19 r2=24 freereg=25 nactvar=23 line=369
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=419
[cg_emit_eq] e1=NonReloc info=3 e2=NonReloc info=4 r1=3 r2=4 freereg=5 nactvar=2 line=437
[cg_emit_eq] e1=NonReloc info=3 e2=NonReloc info=4 r1=3 r2=4 freereg=5 nactvar=2 line=443
[cg_emit_eq] e1=NonReloc info=3 e2=NonReloc info=4 r1=3 r2=4 freereg=5 nactvar=2 line=452
[cg_emit_eq] e1=NonReloc info=3 e2=NonReloc info=4 r1=3 r2=4 freereg=5 nactvar=2 line=460
[cg_emit_eq] e1=NonReloc info=1 e2=KInt info=0 r1=1 r2=131 freereg=3 nactvar=2 line=462
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=484
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=528
[cg_emit_eq] e1=NonReloc info=27 e2=KInt info=0 r1=27 r2=139 freereg=29 nactvar=28 line=534
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=543
[cg_emit_eq] e1=NonReloc info=21 e2=KInt info=0 r1=21 r2=147 freereg=26 nactvar=25 line=552
[cg_emit_eq] e1=NonReloc info=22 e2=KInt info=0 r1=22 r2=157 freereg=26 nactvar=25 line=552
[cg_emit_eq] e1=NonReloc info=23 e2=KInt info=0 r1=23 r2=167 freereg=26 nactvar=25 line=552
[cg_emit_eq] e1=NonReloc info=24 e2=NonReloc info=26 r1=24 r2=26 freereg=27 nactvar=25 line=552
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=27 r1=26 r2=27 freereg=28 nactvar=25 line=553
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=27 r1=26 r2=27 freereg=28 nactvar=25 line=553
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=27 r1=26 r2=27 freereg=28 nactvar=25 line=553
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=559
[cg_emit_eq] e1=NonReloc info=1 e2=KInt info=0 r1=1 r2=228 freereg=3 nactvar=2 line=564
[cg_emit_eq] e1=NonReloc info=28 e2=NonReloc info=30 r1=28 r2=30 freereg=31 nactvar=29 line=575
[cg_emit_eq] e1=NonReloc info=30 e2=NonReloc info=31 r1=30 r2=31 freereg=32 nactvar=29 line=576
[cg_emit_eq] e1=NonReloc info=30 e2=NonReloc info=31 r1=30 r2=31 freereg=32 nactvar=29 line=576
[cg_emit_eq] e1=NonReloc info=30 e2=NonReloc info=31 r1=30 r2=31 freereg=32 nactvar=29 line=576
[cg_emit_eq] e1=NonReloc info=30 e2=NonReloc info=31 r1=30 r2=31 freereg=32 nactvar=29 line=577
[cg_emit_eq] e1=NonReloc info=3 e2=NonReloc info=4 r1=3 r2=4 freereg=5 nactvar=2 line=582
[cg_emit_eq] e1=NonReloc info=7 e2=NonReloc info=8 r1=7 r2=8 freereg=9 nactvar=6 line=584
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=610
[cg_emit_eq] e1=NonReloc info=27 e2=KInt info=0 r1=27 r2=137 freereg=28 nactvar=26 line=619
[cg_emit_eq] e1=NonReloc info=27 e2=KInt info=0 r1=27 r2=227 freereg=28 nactvar=26 line=619
[cg_emit_eq] e1=NonReloc info=24 e2=NonReloc info=22 r1=24 r2=22 freereg=25 nactvar=23 line=642
[cg_emit_eq] e1=NonReloc info=22 e2=NonReloc info=24 r1=22 r2=24 freereg=25 nactvar=23 line=661
[cg_emit_eq] e1=NonReloc info=28 e2=NonReloc info=30 r1=28 r2=30 freereg=31 nactvar=29 line=683
[cg_emit_eq] e1=NonReloc info=23 e2=NonReloc info=30 r1=23 r2=30 freereg=31 nactvar=29 line=683
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=689
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=693
[cg_emit_eq] e1=NonReloc info=31 e2=NonReloc info=33 r1=31 r2=33 freereg=34 nactvar=32 line=700
[cg_emit_eq] e1=NonReloc info=23 e2=NonReloc info=33 r1=23 r2=33 freereg=34 nactvar=32 line=700
[cg_emit_eq] e1=NonReloc info=38 e2=NonReloc info=39 r1=38 r2=39 freereg=40 nactvar=37 line=747
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=831
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=840
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=851
[cg_emit_eq] e1=NonReloc info=23 e2=NonReloc info=24 r1=23 r2=24 freereg=25 nactvar=22 line=861
[cg_emit_eq] e1=NonReloc info=23 e2=NonReloc info=24 r1=23 r2=24 freereg=25 nactvar=22 line=862
[cg_emit_eq] e1=NonReloc info=23 e2=NonReloc info=24 r1=23 r2=24 freereg=25 nactvar=22 line=863
[cg_emit_eq] e1=NonReloc info=6 e2=KInt info=0 r1=6 r2=129 freereg=7 nactvar=5 line=883
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=7 r1=6 r2=7 freereg=8 nactvar=5 line=883
[cg_emit_eq] e1=NonReloc info=7 e2=NonReloc info=8 r1=7 r2=8 freereg=9 nactvar=6 line=885
[cg_emit_eq] e1=NonReloc info=10 e2=NonReloc info=11 r1=10 r2=11 freereg=12 nactvar=10 line=887
[cg_emit_eq] e1=NonReloc info=11 e2=NonReloc info=12 r1=11 r2=12 freereg=13 nactvar=10 line=888
[cg_emit_eq] e1=NonReloc info=11 e2=NonReloc info=12 r1=11 r2=12 freereg=13 nactvar=10 line=890
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=898
[cg_emit_eq] e1=NonReloc info=20 e2=KInt info=0 r1=20 r2=227 freereg=24 nactvar=23 line=905
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=937
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=937
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=944
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=944
[cg_emit_eq] e1=NonReloc info=3 e2=KInt info=0 r1=3 r2=128 freereg=4 nactvar=2 line=944
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=950
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=950
[cg_emit_eq] e1=NonReloc info=3 e2=KInt info=0 r1=3 r2=128 freereg=4 nactvar=2 line=950
[cg_emit_eq] e1=NonReloc info=0 e2=KInt info=0 r1=0 r2=137 freereg=4 nactvar=4 line=955
[cg_emit_eq] e1=NonReloc info=21 e2=NonReloc info=24 r1=21 r2=24 freereg=25 nactvar=23 line=964
[cg_emit_eq] e1=NonReloc info=22 e2=NonReloc info=24 r1=22 r2=24 freereg=25 nactvar=23 line=964
[cg_emit_eq] e1=NonReloc info=21 e2=NonReloc info=24 r1=21 r2=24 freereg=25 nactvar=23 line=966
[cg_emit_eq] e1=NonReloc info=22 e2=NonReloc info=24 r1=22 r2=24 freereg=25 nactvar=23 line=966
[cg_emit_eq] e1=NonReloc info=21 e2=NonReloc info=24 r1=21 r2=24 freereg=25 nactvar=23 line=968
[cg_emit_eq] e1=NonReloc info=22 e2=NonReloc info=24 r1=22 r2=24 freereg=25 nactvar=23 line=968
[cg_emit_eq] e1=NonReloc info=24 e2=KInt info=0 r1=24 r2=137 freereg=27 nactvar=26 line=970
[cg_emit_eq] e1=NonReloc info=25 e2=KInt info=0 r1=25 r2=147 freereg=27 nactvar=26 line=970
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=29 r1=26 r2=29 freereg=30 nactvar=28 line=973
[cg_emit_eq] e1=NonReloc info=27 e2=NonReloc info=29 r1=27 r2=29 freereg=30 nactvar=28 line=973
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=29 r1=26 r2=29 freereg=30 nactvar=28 line=975
[cg_emit_eq] e1=NonReloc info=27 e2=NonReloc info=29 r1=27 r2=29 freereg=30 nactvar=28 line=975
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=29 r1=26 r2=29 freereg=30 nactvar=28 line=977
[cg_emit_eq] e1=NonReloc info=27 e2=NonReloc info=29 r1=27 r2=29 freereg=30 nactvar=28 line=977
[cg_emit_eq] e1=NonReloc info=29 e2=KInt info=0 r1=29 r2=148 freereg=31 nactvar=30 line=979
[cg_emit_eq] e1=NonReloc info=30 e2=NonReloc info=33 r1=30 r2=33 freereg=34 nactvar=32 line=982
[cg_emit_eq] e1=NonReloc info=31 e2=NonReloc info=33 r1=31 r2=33 freereg=34 nactvar=32 line=982
[cg_emit_eq] e1=NonReloc info=30 e2=NonReloc info=33 r1=30 r2=33 freereg=34 nactvar=32 line=984
[cg_emit_eq] e1=NonReloc info=31 e2=NonReloc info=33 r1=31 r2=33 freereg=34 nactvar=32 line=984
[cg_emit_eq] e1=NonReloc info=30 e2=NonReloc info=33 r1=30 r2=33 freereg=34 nactvar=32 line=986
[cg_emit_eq] e1=NonReloc info=31 e2=NonReloc info=33 r1=31 r2=33 freereg=34 nactvar=32 line=986
[cg_emit_eq] e1=NonReloc info=33 e2=KInt info=0 r1=33 r2=157 freereg=35 nactvar=34 line=988
[cg_emit_eq] e1=NonReloc info=23 e2=KInt info=0 r1=23 r2=227 freereg=25 nactvar=24 line=1008
[cg_emit_eq] e1=NonReloc info=23 e2=NonReloc info=25 r1=23 r2=25 freereg=26 nactvar=24 line=1010
[cg_emit_eq] e1=NonReloc info=25 e2=KInt info=0 r1=25 r2=150 freereg=27 nactvar=26 line=1012
[cg_emit_eq] e1=NonReloc info=23 e2=KInt info=0 r1=23 r2=227 freereg=24 nactvar=22 line=1030
[cg_emit_eq] e1=NonReloc info=20 e2=KInt info=0 r1=20 r2=127 freereg=23 nactvar=22 line=1030
[cg_emit_eq] e1=NonReloc info=20 e2=KInt info=0 r1=20 r2=129 freereg=25 nactvar=24 line=1031
[cg_emit_eq] e1=NonReloc info=27 e2=KInt info=0 r1=27 r2=227 freereg=28 nactvar=26 line=1048
[cg_emit_eq] e1=NonReloc info=24 e2=KInt info=0 r1=24 r2=127 freereg=27 nactvar=26 line=1048
[cg_emit_eq] e1=NonReloc info=24 e2=KInt info=0 r1=24 r2=128 freereg=29 nactvar=28 line=1050
[cg_emit_eq] e1=NonReloc info=25 e2=KInt info=0 r1=25 r2=128 freereg=29 nactvar=28 line=1050
[cg_emit_eq] e1=NonReloc info=20 e2=NonReloc info=22 r1=20 r2=22 freereg=23 nactvar=21 line=1066
[cg_emit_eq] e1=NonReloc info=26 e2=KInt info=0 r1=26 r2=128 freereg=29 nactvar=28 line=1089
[cg_emit_eq] e1=NonReloc info=27 e2=KInt info=0 r1=27 r2=127 freereg=29 nactvar=28 line=1089
[cg_emit_eq] e1=NonReloc info=26 e2=KInt info=0 r1=26 r2=129 freereg=29 nactvar=28 line=1092
[cg_emit_eq] e1=NonReloc info=27 e2=KInt info=0 r1=27 r2=227 freereg=29 nactvar=28 line=1092
[cg_emit_eq] e1=NonReloc info=29 e2=KInt info=0 r1=29 r2=137 freereg=30 nactvar=28 line=1094
[cg_emit_eq] e1=NonReloc info=29 e2=KInt info=0 r1=29 r2=147 freereg=30 nactvar=28 line=1094
[cg_emit_eq] e1=NonReloc info=29 e2=KInt info=0 r1=29 r2=157 freereg=30 nactvar=28 line=1094
[cg_emit_eq] e1=NonReloc info=29 e2=NonReloc info=30 r1=29 r2=30 freereg=31 nactvar=28 line=1094
[cg_emit_eq] e1=NonReloc info=21 e2=NonReloc info=29 r1=21 r2=29 freereg=30 nactvar=28 line=1095
[cg_emit_eq] e1=NonReloc info=24 e2=NonReloc info=26 r1=24 r2=26 freereg=27 nactvar=25 line=1116
[cg_emit_eq] e1=NonReloc info=24 e2=NonReloc info=26 r1=24 r2=26 freereg=27 nactvar=25 line=1118
[cg_emit_eq] e1=NonReloc info=26 e2=KInt info=0 r1=26 r2=157 freereg=27 nactvar=25 line=1120
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=27 r1=26 r2=27 freereg=28 nactvar=25 line=1120
[cg_emit_eq] e1=NonReloc info=23 e2=KInt info=0 r1=23 r2=172 freereg=25 nactvar=24 line=1164
[cg_emit_eq] e1=NonReloc info=21 e2=KInt info=0 r1=21 r2=127 freereg=25 nactvar=24 line=1164
[cg_emit_eq] e1=NonReloc info=24 e2=KInt info=0 r1=24 r2=162 freereg=26 nactvar=25 line=1171
[cg_emit_eq] e1=NonReloc info=21 e2=KInt info=0 r1=21 r2=127 freereg=26 nactvar=25 line=1171
[cg_emit_eq] e1=NonReloc info=25 e2=NonReloc info=27 r1=25 r2=27 freereg=28 nactvar=26 line=1181
[cg_emit_eq] e1=NonReloc info=21 e2=KInt info=0 r1=21 r2=127 freereg=27 nactvar=26 line=1181
[4/4] Executing chunk...
testing local variables and environments
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=3 r1=0 r2=3 freereg=4 nactvar=2 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=3 r1=0 r2=3 freereg=4 nactvar=2 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=3 r1=0 r2=3 freereg=4 nactvar=2 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=3 r1=0 r2=3 freereg=4 nactvar=2 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=3 r1=0 r2=3 freereg=4 nactvar=2 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=3 r1=0 r2=3 freereg=4 nactvar=2 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=3 r1=0 r2=3 freereg=4 nactvar=2 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=3 r1=0 r2=3 freereg=4 nactvar=2 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=3 r1=0 r2=3 freereg=4 nactvar=2 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=3 r1=0 r2=3 freereg=4 nactvar=2 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=3 r1=0 r2=3 freereg=4 nactvar=2 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=3 r1=0 r2=3 freereg=4 nactvar=2 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=3 r1=0 r2=3 freereg=4 nactvar=2 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=3 r1=0 r2=3 freereg=4 nactvar=2 line=3
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=1 line=3
