[1/4] Creating LuaState...
[2/4] Opening standard library...
[3/4] Loading source (parse + compile)...
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=1 r1=0 r2=1 freereg=2 nactvar=0 line=7
[cg_emit_eq] e1=NonReloc info=11 e2=NonReloc info=12 r1=11 r2=12 freereg=13 nactvar=10 line=178
[cg_emit_eq] e1=NonReloc info=11 e2=NonReloc info=12 r1=11 r2=12 freereg=13 nactvar=10 line=179
[cg_emit_eq] e1=NonReloc info=9 e2=NonReloc info=10 r1=9 r2=10 freereg=11 nactvar=8 line=182
[cg_emit_eq] e1=NonReloc info=9 e2=NonReloc info=10 r1=9 r2=10 freereg=11 nactvar=8 line=183
[cg_emit_eq] e1=NonReloc info=9 e2=NonReloc info=10 r1=9 r2=10 freereg=11 nactvar=8 line=185
[cg_emit_eq] e1=NonReloc info=9 e2=NonReloc info=10 r1=9 r2=10 freereg=11 nactvar=8 line=186
[cg_emit_eq] e1=NonReloc info=11 e2=KInt info=0 r1=11 r2=139 freereg=12 nactvar=10 line=231
[cg_emit_eq] e1=NonReloc info=11 e2=KInt info=0 r1=11 r2=137 freereg=12 nactvar=10 line=235
[cg_emit_eq] e1=NonReloc info=11 e2=KInt info=0 r1=11 r2=135 freereg=12 nactvar=10 line=239
[cg_emit_eq] e1=NonReloc info=18 e2=NonReloc info=15 r1=18 r2=15 freereg=19 nactvar=17 line=258
[cg_emit_eq] e1=NonReloc info=18 e2=NonReloc info=19 r1=18 r2=19 freereg=20 nactvar=17 line=259
[cg_emit_eq] e1=NonReloc info=18 e2=KInt info=0 r1=18 r2=128 freereg=19 nactvar=17 line=260
[cg_emit_eq] e1=NonReloc info=22 e2=NonReloc info=15 r1=22 r2=15 freereg=23 nactvar=21 line=262
[4/4] Executing chunk...
testing UTF-8 library
ok
[ok] execution completed, status=Ok
