[1/4] Creating LuaState...
[2/4] Opening standard library...
[3/4] Loading source (parse + compile)...
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=1 r1=0 r2=1 freereg=2 nactvar=0 line=7
[cg_emit_eq] e1=NonReloc info=6 e2=KInt info=0 r1=6 r2=130 freereg=7 nactvar=5 line=78
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=7 r1=6 r2=7 freereg=8 nactvar=5 line=79
[cg_emit_eq] e1=NonReloc info=9 e2=KInt info=0 r1=9 r2=129 freereg=11 nactvar=11 line=87
[cg_emit_eq] e1=NonReloc info=6 e2=KInt info=0 r1=6 r2=129 freereg=9 nactvar=8 line=91
[cg_emit_eq] e1=NonReloc info=7 e2=NonReloc info=9 r1=7 r2=9 freereg=10 nactvar=8 line=91
[cg_emit_eq] e1=NonReloc info=6 e2=KInt info=0 r1=6 r2=137 freereg=9 nactvar=8 line=93
[cg_emit_eq] e1=NonReloc info=7 e2=KInt info=0 r1=7 r2=147 freereg=9 nactvar=8 line=93
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=9 r1=6 r2=9 freereg=10 nactvar=8 line=96
[cg_emit_eq] e1=NonReloc info=7 e2=NonReloc info=9 r1=7 r2=9 freereg=10 nactvar=8 line=96
[cg_emit_eq] e1=NonReloc info=10 e2=KInt info=0 r1=10 r2=128 freereg=11 nactvar=9 line=105
[cg_emit_eq] e1=NonReloc info=10 e2=KInt info=0 r1=10 r2=128 freereg=11 nactvar=9 line=112
[cg_emit_eq] e1=NonReloc info=10 e2=NonReloc info=11 r1=10 r2=11 freereg=12 nactvar=9 line=113
[cg_emit_eq] e1=NonReloc info=0 e2=KInt info=0 r1=0 r2=130 freereg=2 nactvar=2 line=122
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=2 r1=0 r2=2 freereg=3 nactvar=2 line=125
[cg_emit_eq] e1=NonReloc info=0 e2=KInt info=0 r1=0 r2=128 freereg=3 nactvar=3 line=131
[cg_emit_eq] e1=NonReloc info=0 e2=KInt info=0 r1=0 r2=129 freereg=3 nactvar=3 line=132
[cg_emit_eq] e1=NonReloc info=0 e2=KInt info=0 r1=0 r2=130 freereg=3 nactvar=3 line=133
[cg_emit_eq] e1=NonReloc info=15 e2=NonReloc info=16 r1=15 r2=16 freereg=17 nactvar=14 line=141
[cg_emit_eq] e1=NonReloc info=15 e2=NonReloc info=16 r1=15 r2=16 freereg=17 nactvar=14 line=142
[cg_emit_eq] e1=NonReloc info=11 e2=NonReloc info=12 r1=11 r2=12 freereg=13 nactvar=10 line=147
[cg_emit_eq] e1=NonReloc info=11 e2=KInt info=0 r1=11 r2=141 freereg=12 nactvar=10 line=148
[cg_emit_eq] e1=NonReloc info=13 e2=NonReloc info=14 r1=13 r2=14 freereg=15 nactvar=12 line=161
[cg_emit_eq] e1=NonReloc info=16 e2=KInt info=0 r1=16 r2=137 freereg=17 nactvar=15 line=181
[cg_emit_eq] e1=NonReloc info=16 e2=KInt info=0 r1=16 r2=147 freereg=17 nactvar=15 line=181
[cg_emit_eq] e1=NonReloc info=15 e2=NonReloc info=14 r1=15 r2=14 freereg=16 nactvar=15 line=192
[cg_emit_eq] e1=NonReloc info=13 e2=KInt info=0 r1=13 r2=138 freereg=15 nactvar=14 line=193
[cg_emit_eq] e1=NonReloc info=15 e2=KInt info=0 r1=15 r2=128 freereg=16 nactvar=14 line=193
[cg_emit_eq] e1=NonReloc info=15 e2=KInt info=0 r1=15 r2=130 freereg=16 nactvar=14 line=193
[cg_emit_eq] e1=NonReloc info=13 e2=KInt info=0 r1=13 r2=131 freereg=15 nactvar=14 line=193
[cg_emit_eq] e1=NonReloc info=18 e2=KInt info=0 r1=18 r2=127 freereg=19 nactvar=18 line=199
[cg_emit_eq] e1=NonReloc info=18 e2=KInt info=0 r1=18 r2=128 freereg=19 nactvar=18 line=202
[cg_emit_eq] e1=NonReloc info=18 e2=KInt info=0 r1=18 r2=129 freereg=19 nactvar=18 line=208
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=20 r1=19 r2=20 freereg=21 nactvar=18 line=223
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=20 r1=19 r2=20 freereg=21 nactvar=18 line=223
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=3 r1=0 r2=3 freereg=4 nactvar=2 line=231
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=3 r1=1 r2=3 freereg=4 nactvar=2 line=231
[cg_emit_eq] e1=NonReloc info=3 e2=KInt info=0 r1=3 r2=128 freereg=4 nactvar=1 line=232
[cg_emit_eq] e1=NonReloc info=20 e2=NonReloc info=21 r1=20 r2=21 freereg=22 nactvar=19 line=256
[cg_emit_eq] e1=NonReloc info=20 e2=NonReloc info=21 r1=20 r2=21 freereg=22 nactvar=19 line=257
[cg_emit_eq] e1=NonReloc info=20 e2=NonReloc info=21 r1=20 r2=21 freereg=22 nactvar=19 line=259
[cg_emit_eq] e1=NonReloc info=20 e2=NonReloc info=21 r1=20 r2=21 freereg=22 nactvar=19 line=260
[cg_emit_eq] e1=NonReloc info=20 e2=NonReloc info=21 r1=20 r2=21 freereg=22 nactvar=19 line=262
[cg_emit_eq] e1=NonReloc info=20 e2=KInt info=0 r1=20 r2=135 freereg=21 nactvar=19 line=264
[cg_emit_eq] e1=NonReloc info=20 e2=KInt info=0 r1=20 r2=135 freereg=21 nactvar=19 line=264
[cg_emit_eq] e1=NonReloc info=20 e2=KInt info=0 r1=20 r2=133 freereg=21 nactvar=19 line=266
[cg_emit_eq] e1=NonReloc info=20 e2=KInt info=0 r1=20 r2=135 freereg=21 nactvar=19 line=266
[cg_emit_eq] e1=NonReloc info=20 e2=KInt info=0 r1=20 r2=142 freereg=21 nactvar=19 line=267
[cg_emit_eq] e1=NonReloc info=20 e2=KInt info=0 r1=20 r2=142 freereg=21 nactvar=19 line=269
[cg_emit_eq] e1=NonReloc info=20 e2=KInt info=0 r1=20 r2=140 freereg=21 nactvar=19 line=271
[4/4] Executing chunk...
testing closures
