[1/4] Creating LuaState...
[2/4] Opening standard library...
[3/4] Loading source (parse + compile)...
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=1 r1=0 r2=1 freereg=2 nactvar=0 line=7
[cg_emit_eq] e1=NonReloc info=17 e2=NonReloc info=18 r1=17 r2=18 freereg=19 nactvar=16 line=328
[cg_emit_eq] e1=NonReloc info=17 e2=NonReloc info=18 r1=17 r2=18 freereg=19 nactvar=16 line=330
[cg_emit_eq] e1=NonReloc info=17 e2=NonReloc info=18 r1=17 r2=18 freereg=19 nactvar=16 line=332
[cg_emit_eq] e1=NonReloc info=17 e2=NonReloc info=18 r1=17 r2=18 freereg=19 nactvar=16 line=333
[cg_emit_eq] e1=NonReloc info=17 e2=NonReloc info=18 r1=17 r2=18 freereg=19 nactvar=16 line=334
[cg_emit_eq] e1=NonReloc info=18 e2=NonReloc info=19 r1=18 r2=19 freereg=20 nactvar=17 line=344
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=20 r1=19 r2=20 freereg=21 nactvar=18 line=361
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=20 r1=19 r2=20 freereg=21 nactvar=18 line=362
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=16 r1=19 r2=16 freereg=20 nactvar=18 line=363
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=20 r1=19 r2=20 freereg=21 nactvar=18 line=364
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=20 r1=19 r2=20 freereg=21 nactvar=18 line=366
[cg_emit_eq] e1=NonReloc info=1 e2=NonReloc info=2 r1=1 r2=2 freereg=3 nactvar=1 line=375
[cg_emit_eq] e1=NonReloc info=24 e2=NonReloc info=25 r1=24 r2=25 freereg=26 nactvar=23 line=381
[cg_emit_eq] e1=NonReloc info=24 e2=NonReloc info=25 r1=24 r2=25 freereg=26 nactvar=23 line=386
[cg_emit_eq] e1=NonReloc info=20 e2=NonReloc info=24 r1=20 r2=24 freereg=25 nactvar=23 line=391
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=20 r1=19 r2=20 freereg=21 nactvar=18 line=400
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=20 r1=19 r2=20 freereg=21 nactvar=18 line=401
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=20 r1=19 r2=20 freereg=21 nactvar=18 line=402
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=20 r1=19 r2=20 freereg=21 nactvar=18 line=403
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=21 r1=19 r2=21 freereg=22 nactvar=20 line=410
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=21 r1=19 r2=21 freereg=22 nactvar=20 line=416
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=21 r1=19 r2=21 freereg=22 nactvar=20 line=421
[cg_emit_eq] e1=NonReloc info=19 e2=NonReloc info=21 r1=19 r2=21 freereg=22 nactvar=20 line=425
[cg_emit_eq] e1=NonReloc info=22 e2=NonReloc info=23 r1=22 r2=23 freereg=24 nactvar=21 line=430
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=8 r1=6 r2=8 freereg=9 nactvar=8 line=441
[cg_emit_eq] e1=NonReloc info=1 e2=KInt info=0 r1=1 r2=131 freereg=8 nactvar=8 line=443
[cg_emit_eq] e1=NonReloc info=29 e2=NonReloc info=30 r1=29 r2=30 freereg=31 nactvar=28 line=451
[cg_emit_eq] e1=NonReloc info=24 e2=NonReloc info=25 r1=24 r2=25 freereg=26 nactvar=23 line=454
[cg_emit_eq] e1=NonReloc info=7 e2=NonReloc info=8 r1=7 r2=8 freereg=9 nactvar=6 line=460
[cg_emit_eq] e1=NonReloc info=24 e2=NonReloc info=27 r1=24 r2=27 freereg=28 nactvar=26 line=465
[cg_emit_eq] e1=NonReloc info=27 e2=NonReloc info=28 r1=27 r2=28 freereg=29 nactvar=26 line=465
[cg_emit_eq] e1=NonReloc info=25 e2=NonReloc info=27 r1=25 r2=27 freereg=28 nactvar=27 line=473
[cg_emit_eq] e1=NonReloc info=28 e2=NonReloc info=29 r1=28 r2=29 freereg=30 nactvar=27 line=474
[cg_emit_eq] e1=NonReloc info=25 e2=NonReloc info=29 r1=25 r2=29 freereg=30 nactvar=28 line=479
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=29 r1=26 r2=29 freereg=30 nactvar=28 line=479
[cg_emit_eq] e1=NonReloc info=27 e2=NonReloc info=29 r1=27 r2=29 freereg=30 nactvar=28 line=479
[cg_emit_eq] e1=NonReloc info=25 e2=NonReloc info=28 r1=25 r2=28 freereg=29 nactvar=28 line=483
[cg_emit_eq] e1=NonReloc info=25 e2=NonReloc info=29 r1=25 r2=29 freereg=30 nactvar=28 line=484
[cg_emit_eq] e1=NonReloc info=25 e2=KInt info=0 r1=25 r2=167 freereg=27 nactvar=27 line=490
[cg_emit_eq] e1=NonReloc info=25 e2=NonReloc info=28 r1=25 r2=28 freereg=29 nactvar=27 line=491
[cg_emit_eq] e1=NonReloc info=22 e2=KInt info=0 r1=22 r2=129 freereg=23 nactvar=21 line=513
[cg_emit_eq] e1=NonReloc info=22 e2=KInt info=0 r1=22 r2=131 freereg=23 nactvar=21 line=515
[cg_emit_eq] e1=NonReloc info=22 e2=KInt info=0 r1=22 r2=135 freereg=23 nactvar=21 line=517
[cg_emit_eq] e1=NonReloc info=21 e2=NonReloc info=23 r1=21 r2=23 freereg=24 nactvar=22 line=527
[cg_emit_eq] e1=NonReloc info=2 e2=NonReloc info=1 r1=2 r2=1 freereg=4 nactvar=3 line=541
[cg_emit_eq] e1=NonReloc info=5 e2=KInt info=0 r1=5 r2=137 freereg=24 nactvar=23 line=566
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=24 r1=6 r2=24 freereg=25 nactvar=23 line=566
[cg_emit_eq] e1=NonReloc info=7 e2=NonReloc info=24 r1=7 r2=24 freereg=25 nactvar=23 line=566
[cg_emit_eq] e1=NonReloc info=24 e2=NonReloc info=25 r1=24 r2=25 freereg=26 nactvar=23 line=576
[cg_emit_eq] e1=NonReloc info=24 e2=KInt info=0 r1=24 r2=128 freereg=25 nactvar=23 line=576
[cg_emit_eq] e1=NonReloc info=5 e2=KInt info=0 r1=5 r2=147 freereg=24 nactvar=23 line=586
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=24 r1=6 r2=24 freereg=25 nactvar=23 line=586
[cg_emit_eq] e1=NonReloc info=7 e2=NonReloc info=24 r1=7 r2=24 freereg=25 nactvar=23 line=586
[cg_emit_eq] e1=NonReloc info=30 e2=KInt info=0 r1=30 r2=142 freereg=31 nactvar=29 line=602
[cg_emit_eq] e1=NonReloc info=26 e2=KInt info=0 r1=26 r2=139 freereg=30 nactvar=29 line=602
[cg_emit_eq] e1=NonReloc info=27 e2=NonReloc info=30 r1=27 r2=30 freereg=31 nactvar=29 line=602
[cg_emit_eq] e1=NonReloc info=28 e2=NonReloc info=30 r1=28 r2=30 freereg=31 nactvar=29 line=602
[cg_emit_eq] e1=NonReloc info=30 e2=NonReloc info=24 r1=30 r2=24 freereg=31 nactvar=29 line=603
[cg_emit_eq] e1=NonReloc info=30 e2=NonReloc info=31 r1=30 r2=31 freereg=32 nactvar=29 line=605
[cg_emit_eq] e1=NonReloc info=30 e2=NonReloc info=31 r1=30 r2=31 freereg=32 nactvar=29 line=607
[cg_emit_eq] e1=NonReloc info=23 e2=NonReloc info=24 r1=23 r2=24 freereg=26 nactvar=25 line=634
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=27 r1=26 r2=27 freereg=28 nactvar=25 line=635
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=27 r1=26 r2=27 freereg=28 nactvar=25 line=636
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=27 r1=26 r2=27 freereg=28 nactvar=25 line=638
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=27 r1=26 r2=27 freereg=28 nactvar=25 line=639
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=27 r1=26 r2=27 freereg=28 nactvar=25 line=641
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=27 r1=26 r2=27 freereg=28 nactvar=25 line=643
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=27 r1=26 r2=27 freereg=28 nactvar=25 line=644
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=27 r1=26 r2=27 freereg=28 nactvar=25 line=645
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=27 r1=26 r2=27 freereg=28 nactvar=25 line=646
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=27 r1=26 r2=27 freereg=28 nactvar=25 line=647
[cg_emit_eq] e1=NonReloc info=24 e2=NonReloc info=26 r1=24 r2=26 freereg=27 nactvar=25 line=649
[cg_emit_eq] e1=NonReloc info=25 e2=NonReloc info=34 r1=25 r2=34 freereg=35 nactvar=33 line=667
[cg_emit_eq] e1=NonReloc info=34 e2=NonReloc info=35 r1=34 r2=35 freereg=36 nactvar=33 line=668
[cg_emit_eq] e1=NonReloc info=26 e2=NonReloc info=34 r1=26 r2=34 freereg=35 nactvar=33 line=668
[cg_emit_eq] e1=NonReloc info=27 e2=NonReloc info=34 r1=27 r2=34 freereg=35 nactvar=33 line=668
[cg_emit_eq] e1=NonReloc info=29 e2=NonReloc info=34 r1=29 r2=34 freereg=35 nactvar=33 line=669
[cg_emit_eq] e1=NonReloc info=30 e2=NonReloc info=34 r1=30 r2=34 freereg=35 nactvar=33 line=669
[cg_emit_eq] e1=NonReloc info=31 e2=NonReloc info=34 r1=31 r2=34 freereg=35 nactvar=33 line=670
[cg_emit_eq] e1=NonReloc info=36 e2=NonReloc info=37 r1=36 r2=37 freereg=38 nactvar=35 line=683
[cg_emit_eq] e1=NonReloc info=36 e2=NonReloc info=37 r1=36 r2=37 freereg=38 nactvar=35 line=686
[cg_emit_eq] e1=NonReloc info=36 e2=NonReloc info=37 r1=36 r2=37 freereg=38 nactvar=35 line=691
[cg_emit_eq] e1=NonReloc info=36 e2=NonReloc info=37 r1=36 r2=37 freereg=38 nactvar=35 line=697
[cg_emit_eq] e1=NonReloc info=36 e2=NonReloc info=37 r1=36 r2=37 freereg=38 nactvar=35 line=699
[cg_emit_eq] e1=NonReloc info=33 e2=NonReloc info=34 r1=33 r2=34 freereg=36 nactvar=35 line=715
[cg_emit_eq] e1=NonReloc info=36 e2=NonReloc info=37 r1=36 r2=37 freereg=38 nactvar=35 line=715
[cg_emit_eq] e1=NonReloc info=33 e2=NonReloc info=36 r1=33 r2=36 freereg=37 nactvar=35 line=718
[cg_emit_eq] e1=NonReloc info=38 e2=NonReloc info=39 r1=38 r2=39 freereg=40 nactvar=37 line=744
[cg_emit_eq] e1=NonReloc info=41 e2=NonReloc info=44 r1=41 r2=44 freereg=48 nactvar=47 line=766
[cg_emit_eq] e1=NonReloc info=42 e2=NonReloc info=45 r1=42 r2=45 freereg=48 nactvar=47 line=766
[cg_emit_eq] e1=NonReloc info=43 e2=NonReloc info=46 r1=43 r2=46 freereg=48 nactvar=47 line=766
[cg_emit_eq] e1=NonReloc info=47 e2=NonReloc info=48 r1=47 r2=48 freereg=49 nactvar=47 line=767
[cg_emit_eq] e1=NonReloc info=42 e2=NonReloc info=48 r1=42 r2=48 freereg=49 nactvar=47 line=768
[cg_emit_eq] e1=NonReloc info=43 e2=KInt info=0 r1=43 r2=127 freereg=48 nactvar=47 line=768
[cg_emit_eq] e1=NonReloc info=42 e2=NonReloc info=48 r1=42 r2=48 freereg=49 nactvar=47 line=770
[cg_emit_eq] e1=NonReloc info=48 e2=NonReloc info=49 r1=48 r2=49 freereg=50 nactvar=47 line=772
[cg_emit_eq] e1=NonReloc info=48 e2=NonReloc info=43 r1=48 r2=43 freereg=49 nactvar=47 line=772
[cg_emit_eq] e1=NonReloc info=34 e2=NonReloc info=35 r1=34 r2=35 freereg=36 nactvar=33 line=780
[cg_emit_eq] e1=NonReloc info=34 e2=NonReloc info=35 r1=34 r2=35 freereg=36 nactvar=33 line=783
[cg_emit_eq] e1=NonReloc info=12 e2=NonReloc info=13 r1=12 r2=13 freereg=14 nactvar=11 line=791
[cg_emit_eq] e1=NonReloc info=12 e2=NonReloc info=13 r1=12 r2=13 freereg=14 nactvar=11 line=792
[cg_emit_eq] e1=NonReloc info=12 e2=NonReloc info=13 r1=12 r2=13 freereg=14 nactvar=11 line=793
[cg_emit_eq] e1=NonReloc info=12 e2=NonReloc info=13 r1=12 r2=13 freereg=14 nactvar=11 line=794
[cg_emit_eq] e1=NonReloc info=13 e2=NonReloc info=11 r1=13 r2=11 freereg=14 nactvar=12 line=796
[cg_emit_eq] e1=NonReloc info=14 e2=NonReloc info=15 r1=14 r2=15 freereg=16 nactvar=13 line=799
[cg_emit_eq] e1=NonReloc info=14 e2=NonReloc info=15 r1=14 r2=15 freereg=16 nactvar=13 line=801
[cg_emit_eq] e1=NonReloc info=2 e2=NonReloc info=0 r1=2 r2=0 freereg=3 nactvar=1 line=805
[cg_emit_eq] e1=NonReloc info=15 e2=KInt info=0 r1=15 r2=131 freereg=16 nactvar=14 line=835
[cg_emit_eq] e1=NonReloc info=15 e2=NonReloc info=16 r1=15 r2=16 freereg=17 nactvar=14 line=851
[cg_emit_eq] e1=NonReloc info=15 e2=NonReloc info=16 r1=15 r2=16 freereg=17 nactvar=14 line=852
[cg_emit_eq] e1=NonReloc info=17 e2=NonReloc info=18 r1=17 r2=18 freereg=19 nactvar=16 line=857
[cg_emit_eq] e1=NonReloc info=17 e2=NonReloc info=18 r1=17 r2=18 freereg=19 nactvar=16 line=860
[cg_emit_eq] e1=NonReloc info=17 e2=KInt info=0 r1=17 r2=131 freereg=18 nactvar=16 line=866
[cg_emit_eq] e1=NonReloc info=16 e2=NonReloc info=17 r1=16 r2=17 freereg=18 nactvar=16 line=909
[cg_emit_eq] e1=NonReloc info=17 e2=NonReloc info=18 r1=17 r2=18 freereg=19 nactvar=16 line=912
[cg_emit_eq] e1=NonReloc info=15 e2=NonReloc info=16 r1=15 r2=16 freereg=18 nactvar=17 line=916
[cg_emit_eq] e1=NonReloc info=21 e2=KInt info=0 r1=21 r2=228 freereg=22 nactvar=19 line=936
[cg_emit_eq] e1=NonReloc info=20 e2=KInt info=0 r1=20 r2=158 freereg=21 nactvar=19 line=941
[cg_emit_eq] e1=NonReloc info=20 e2=KInt info=0 r1=20 r2=139 freereg=21 nactvar=19 line=941
[cg_emit_eq] e1=NonReloc info=20 e2=NonReloc info=21 r1=20 r2=21 freereg=22 nactvar=19 line=941
[cg_emit_eq] e1=NonReloc info=20 e2=KInt info=0 r1=20 r2=150 freereg=21 nactvar=19 line=942
[cg_emit_eq] e1=NonReloc info=20 e2=KInt info=0 r1=20 r2=186 freereg=21 nactvar=19 line=942
[cg_emit_eq] e1=NonReloc info=20 e2=KInt info=0 r1=20 r2=185 freereg=21 nactvar=19 line=942
[cg_emit_eq] e1=NonReloc info=20 e2=NonReloc info=21 r1=20 r2=21 freereg=22 nactvar=19 line=943
[4/4] Executing chunk...
'os.tmpname' file cannot be open; skipping file tests
+
testing date/time

thread 'main' (9915293) panicked at crates/lua-vm/src/func.rs:485:9:
open upvalue index must be below stack top
note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
[panic] open upvalue index must be below stack top
